Palaeolama_mirifica,Neotropic,Vicugna_vicugna,0
Palaeolama_weddeli,Neotropic,Camelus_dromedarius,193775
Pampatherium_humboldti,All,No Replacement,0
Pampatherium_typum,All,No Replacement,0
Panochthus_tuberculatus,All,No Replacement,0
Panthera_atrox,Neartic,Panthera_tigris,7317025
Panthera_atrox,Neotropic,Panthera_leo,168875
Panthera_spelaea,Neartic,Panthera_tigris,657500
Panthera_spelaea,Paleartic,Panthera_tigris,6710550
Paraceros_fragilis,Neotropic,Ozotoceros_bezoarticus,5644600
Pelorovis_antiquus,Paleartic,Bos_primigenius,645200
Perameles_eremiana,Australasia,Perameles_bougainville,1076000
Petauroides_ayamaruensis,Australasia,Pseudochirulus_canescens,52575
Petauroides_ayamaruensis,Australasia,Pseudochirulus_schlegeli,52575
Phascolonus_gigas,All,No Replacement,0
Platygonus_compressus,All,No Replacement,0
Pliomys_lenki,All,No Replacement,0
Potorous_platyops,Australasia,Potorous_gilbertii,148450
Procoptodon_browneorum,Australasia,Macropus_giganteus,1289925
Procoptodon_gilli,Australasia,Macropus_rufus,182050
Procoptodon_goliah,All,No Replacement,0
Procoptodon_oreas,All,No Replacement,0
Procoptodon_rapha,All,No Replacement,0
Propleopus_oscillans,All,No Replacement,0
Propraopus_punctatus,All,No Replacement,0
Propraopus_sulcatus,All,No Replacement,0
Protemnodon_anak,All,No Replacement,0
Protemnodon_brehus,All,No Replacement,0
Protemnodon_hopei,Australasia,Macropus_antilopinus,0
Protemnodon_hopei,Australasia,Macropus_giganteus,0
Protemnodon_hopei,Australasia,Macropus_rufus,0
Protemnodon_nombe,Australasia,Macropus_giganteus,625
Protemnodon_roechus,All,No Replacement,0
Protemnodon_tumbuna,Australasia,Macropus_giganteus,625
Protocyon_troglodytes,Neotropic,Chrysocyon_brachyurus,4730250
Protopithecus_brasiliensis,Neotropic,Brachyteles_arachnoides,1017225
Pseudomys_glaucus,Australasia,Pseudomys_novaehollandiae,221825
Pseudomys_gouldii,Australasia,Pseudomys_desertor,1076250
Rucervus_schomburgki,Indomalaya,Rucervus_eldii,337675
Rusingoryx_atopocranion,Afrotropic,Kobus_ellipsiprymnus,5992950
Sangamona_fugitiva,Neartic,Cervus_canadensis,6929800
Simosthenurus_maddocki,Australasia,Macropus_giganteus,1262000
Simosthenurus_occidentalis,All,No Replacement,0
Simosthenurus_pales,All,No Replacement,0
Sinomegaceros_ordosianus,Paleartic,Alces_alces,2034175
Sinomegaceros_yabei,Indomalaya,Alces_alces,0
Sinomegaceros_yabei,Paleartic,Alces_alces,67275
Sivacobus_sankaliai,Indomalaya,Capricornis_thar,1486675
Sivacobus_sankaliai,Paleartic,Capricornis_thar,61300
Smilodon_fatalis,Neartic,Panthera_tigris,7696600
Smilodon_fatalis,Neotropic,Panthera_leo,233625
Smilodon_populator,Neartic,Panthera_leo,70850
Smilodon_populator,Neotropic,Panthera_tigris,7917225
Soergelia_minor,Paleartic,Capra_sibirica,6566450
Spirocerus_kiakhtensis,Paleartic,Bos_primigenius,5654700
Stegodon_orientalis,Indomalaya,Elephas_maximus,2985225
Stegodon_orientalis,Paleartic,Elephas_maximus,729275
Stegodon_trigonocephalus,Indomalaya,Elephas_maximus,101425
Stephanorhinus_kirchbergensis,Indomalaya,Ceratotherium_simum,251975
Stephanorhinus_kirchbergensis,Paleartic,Ceratotherium_simum,2308375
Sthenurus_andersoni,Australasia,Macropus_rufus,1050400
Sthenurus_atlas,All,No Replacement,0
Sthenurus_stirlingi,All,No Replacement,0
Sthenurus_tindalei,All,No Replacement,0
Stockoceros_conklingi,Neartic,Antilocapra_americana,4982825
Stockoceros_conklingi,Neotropic,Antilocapra_americana,57025
Sus_bucculentus,Indomalaya,Sus_scrofa,472900
Tapirus_augustus,Indomalaya,Tapirus_indicus,1270275
Tapirus_augustus,Paleartic,Tapirus_indicus,25
Tapirus_merriami,Neartic,Tapirus_bairdii,20850
Tapirus_rondoniensis,Neotropic,Tapirus_terrestris,11076125
Tapirus_veroensis,Neartic,Tapirus_bairdii,81400
Tapirus_veroensis,Neotropic,Tapirus_bairdii,145425
Tetrameryx_shuleri,Neartic,Antilocapra_americana,2986425
Tetrameryx_shuleri,Neotropic,Antilocapra_americana,64725
Theriodictis_tarijensis,Neotropic,Chrysocyon_brachyurus,1540725
Thylogale_christenseni,Australasia,Dorcopsulus_vanheurni,487675
Tremarctos_floridanus,Neartic,Ursus_americanus,734200
Tremarctos_floridanus,Neotropic,Ursus_americanus,51875
Troposodon_minor,Australasia,Macropus_giganteus,1361675
Ursus_spelaeus,Paleartic,Ursus_arctos,8581925
Vombatus_hacketti,Australasia,Lasiorhinus_latifrons,246400
Wallabia_kitcheneri,Australasia,Macropus_fuliginosus,388650
Warendja_wakefieldi,All,No Replacement,0
Zaglossus_hacketti,All,No Replacement,0
